"[[-1, -1, -94, 12.511272453928804, 626.1277536657507, 2, 0], [-1, -1, -94, 12.511272453928804, 626.1277536657507, 4, 0]]",0,21,209,40,0.03996396064758301,0
"[[-1, -1, -94, 12.511272453928804, 626.1277536657507, 2, 1], [-1, -1, -94, 12.511272453928804, 626.1277536657507, 2, 0]]",0,20,209,40,0.03996396064758301,0
"[[-1, -1, -94, 12.511272453928804, 626.1277536657507, 2, 2], [-1, -1, -94, 12.511272453928804, 626.1277536657507, 2, 1]]",0,20,209,40,0.03996396064758301,0
"[[-1, -1, -95, 12.511272453928804, 626.1277536657507, 2, 3], [-1, -1, -94, 12.511272453928804, 626.1277536657507, 2, 2]]",0,21,210,40,0.03996396064758301,1
"[[-1, -1, -95, 12.511272453928804, 626.1277536657507, 2, 3], [-1, -1, -95, 12.511272453928804, 626.1277536657507, 2, 3]]",0,21,210,40,0.03996396064758301,1
"[[-1, -1, -96, 12.511272453928804, 626.1277536657507, 2, 4], [-1, -1, -95, 12.511272453928804, 626.1277536657507, 2, 3]]",0,22,211,40,0.03996396064758301,2
"[[-1, -1, -96, 12.511272453928804, 626.1277536657507, 2, 5], [-1, -1, -96, 12.511272453928804, 626.1277536657507, 2, 4]]",0,22,211,40,0.03996396064758301,2
"[[-1, -1, -97, 12.511272453928804, 626.1277536657507, 2, 6], [-1, -1, -96, 12.511272453928804, 626.1277536657507, 2, 5]]",0,23,212,40,0.03996396064758301,3
"[[20, 209, -94, 8.52936989728894, 34.920072405493784, 2, 6], [-1, -1, -97, 12.511272453928804, 626.1277536657507, 2, 6]]",0,23,212,40,0.293104887008667,3
"[[22, 211, -78, 286.5858960854092, 9125.719537230776, 2, 7], [20, 209, -94, 8.52936989728894, 34.920072405493784, 2, 6]]",0,24,213,40,0.041872262954711914,4
"[[23, 212, -71, 294.05666684724935, 714.6225067546632, 2, 8], [22, 211, -78, 286.5858960854092, 9125.719537230776, 2, 7]]",0,49,213,40,0.07481551170349121,4
"[[23, 212, -72, 294.05666684724935, 714.6225067546632, 2, 8], [23, 212, -71, 294.05666684724935, 714.6225067546632, 2, 8]]",0,64,214,40,0.07481551170349121,5
"[[23, 212, -60, 271.9803594533703, -800.1440338386643, 2, 9], [23, 212, -72, 294.05666684724935, 714.6225067546632, 2, 8]]",0,61,214,40,0.07904982566833496,5
"[[23, 212, -61, 271.9803594533703, -800.1440338386643, 2, 9], [23, 212, -60, 271.9803594533703, -800.1440338386643, 2, 9]]",0,86,215,40,0.07904982566833496,6
"[[64, 214, -50, 253.46946034377078, 582.7371186119035, 2, 10], [23, 212, -61, 271.9803594533703, -800.1440338386643, 2, 9]]",0,83,215,40,0.08285021781921387,6
"[[64, 214, -51, 253.46946034377078, 582.7371186119035, 2, 10], [64, 214, -50, 253.46946034377078, 582.7371186119035, 2, 10]]",0,106,216,40,0.08285021781921387,7
"[[86, 215, -38, 493.8529957011013, 441.6311115671384, 2, 11], [64, 214, -51, 253.46946034377078, 582.7371186119035, 2, 10]]",0,103,216,40,0.04758501052856445,7
"[[86, 215, -39, 493.8529957011013, 441.6311115671384, 2, 11], [86, 215, -38, 493.8529957011013, 441.6311115671384, 2, 11]]",0,130,217,40,0.04758501052856445,8
"[[83, 215, -25, 316.3218738909263, 461.63565352649204, 2, 11], [86, 215, -39, 493.8529957011013, 441.6311115671384, 2, 11]]",0,128,217,40,0.08061408996582031,8
"[[103, 216, -21, 307.510095310956, -1430.0560864749068, 4.5, 11], [83, 215, -25, 316.3218738909263, 461.63565352649204, 2, 11]]",3,94,218,40,0.07479429244995117,9
"[[103, 216, -21, 307.510095310956, -1430.0560864749068, 2, 12], [103, 216, -21, 307.510095310956, -1430.0560864749068, 4.5, 11]]",0,164,218,40,0.07479429244995117,9
"[[130, 217, -10, 345.2865301207086, -1167.896697627419, 2, 12], [103, 216, -21, 307.510095310956, -1430.0560864749068, 2, 12]]",0,164,218,40,0.05068254470825195,9
"[[130, 217, -11, 345.2865301207086, -1167.896697627419, 2, 12], [130, 217, -10, 345.2865301207086, -1167.896697627419, 2, 12]]",0,187,219,40,0.05068254470825195,10
"[[164, 218, -5, 212.09386482949688, 165.22977960812804, 2, 12], [130, 217, -11, 345.2865301207086, -1167.896697627419, 2, 12]]",0,185,219,40,0.07779574394226074,10
"[[164, 218, -6, 212.09386482949688, 165.22977960812804, 2, 12], [164, 218, -5, 212.09386482949688, 165.22977960812804, 2, 12]]",0,198,220,40,0.07779574394226074,11
"[[187, 219, 2, 193.02879470780704, -465.26679192110817, 4.5, 12], [164, 218, -6, 212.09386482949688, 165.22977960812804, 2, 12]]",3,181,220,40,0.08029890060424805,11
"[[187, 219, 1, 250.6646962946865, -3115.6755356284675, 2, 12], [187, 219, 2, 193.02879470780704, -465.26679192110817, 4.5, 12]]",0,213,221,40,0.043883323669433594,12
"[[187, 219, 1, 250.6646962946865, -3115.6755356284675, 4, 12], [187, 219, 1, 250.6646962946865, -3115.6755356284675, 2, 12]]",2,213,221,40,0.043883323669433594,12
"[[181, 220, 7, 87.73540837427237, -314.1837503102179, 2, 12], [187, 219, 1, 250.6646962946865, -3115.6755356284675, 4, 12]]",0,211,221,40,0.07978534698486328,12
"[[181, 220, 6, 87.73540837427237, -314.1837503102179, 4, 12], [181, 220, 7, 87.73540837427237, -314.1837503102179, 2, 12]]",2,222,207,40,0.07978534698486328,13
"[[213, 221, 10, 101.53517857845318, 644.3370305598986, 4.5, 12], [181, 220, 6, 87.73540837427237, -314.1837503102179, 4, 12]]",3,222,208,40,0.07879042625427246,13
"[[211, 221, 11, 96.40748402519193, -826.1691534282344, 2, 12], [213, 221, 10, 101.53517857845318, 644.3370305598986, 4.5, 12]]",0,222,215,40,0.07779479026794434,13
"[[211, 221, 10, 96.40748402519193, -826.1691534282344, 2, 12], [211, 221, 11, 96.40748402519193, -826.1691534282344, 2, 12]]",0,223,214,40,0.07779479026794434,14
"[[211, 221, 10, 96.40748402519193, -826.1691534282344, 4.5, 12], [211, 221, 10, 96.40748402519193, -826.1691534282344, 2, 12]]",3,223,191,40,0.07779479026794434,14
"[[222, 215, 12, 50.82923229804298, -127.58572128436617, 4.5, 12], [211, 221, 10, 96.40748402519193, -826.1691534282344, 4.5, 12]]",3,224,192,40,0.0885317325592041,15
"[[223, 214, 15, 73.01527395280986, 426.49841843230996, 4, 11], [222, 215, 12, 50.82923229804298, -127.58572128436617, 4.5, 12]]",2,224,188,40,0.06847882270812988,15
"[[224, 192, 14, 89.74364789832357, -2013.4805845245698, 2, 11], [223, 214, 15, 73.01527395280986, 426.49841843230996, 4, 11]]",0,224,206,40,0.0445713996887207,15
"[[224, 192, 16, 48.908032976130784, 0.0, 2, 11], [224, 192, 14, 89.74364789832357, -2013.4805845245698, 2, 11]]",0,225,209,40,0.0408930778503418,16
"[[224, 188, 14, 35.838745877219466, -570.8514249119623, 4, 11], [224, 192, 16, 48.908032976130784, 0.0, 2, 11]]",2,225,173,40,0.041854143142700195,16
